"Subcrsiption","VMName","ResourceGroup","VaultName","StartTime","EndTime","Duration","Status","Backup","SupportedBy","BackupTag","Environment","SubscriptionId","VMID"
"8107-Comm CAR DCE","VMC8107PV534","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:10:47 AM","12/1/2024 8:19:23 AM","00:08:36.1585506","Completed","Configured","LTIM","true","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV534"
"8107-Comm CAR DCE","VMC8107PV535","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:23:33 PM","11/30/2024 11:21:43 PM","02:58:09.9873725","Completed","Configured","LTIM",,,"f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV535"
"8107-Comm CAR DCE","VMC8107PV536","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:18:46 PM","11/30/2024 11:01:56 PM","02:43:10.5864577","Completed","Configured","LTIM",,,"f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV536"
"8107-Comm CAR DCE","VMC8107PV537","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:11:23 AM","12/1/2024 8:19:58 AM","00:08:35.6140012","Completed","Configured","LTIM","true","Prd","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV537"
"8107-Comm CAR DCE","VMC8107PV538","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:15:54 AM","12/1/2024 8:24:31 AM","00:08:37.4463760","Completed","Configured","LTIM","true","Prd","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV538"
"8107-Comm CAR DCE","VMC8107PV539","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:15:51 AM","12/1/2024 8:24:29 AM","00:08:38.0354899","Completed","Configured","LTIM","true","Prd","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV539"
"8107-Comm CAR DCE","VMC8107PV540","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:09:30 AM","12/1/2024 8:18:06 AM","00:08:36.7172106","Completed","Configured","LTIM","true","Prd","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV540"
"8107-Comm CAR DCE","VMC8107PV541","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:17:25 AM","12/1/2024 8:26:02 AM","00:08:37.0492333","Completed","Configured","LTIM",,"Prd","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV541"
"8107-Comm CAR DCE","VMC8107PV542","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:16:22 AM","12/1/2024 8:24:58 AM","00:08:35.5683603","Completed","Configured","LTIM","true","Prd","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV542"
"8107-Comm CAR DCE","VMC8107PV543","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:22:21 PM","11/30/2024 11:20:31 PM","02:58:10.4182672","Completed","Configured","LTIM",,,"f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV543"
"8107-Comm CAR DCE","VMC8107PV544","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:10:38 AM","12/1/2024 8:19:16 AM","00:08:37.9311988","Completed","Configured","LTIM","true","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV544"
"8107-Comm CAR DCE","VMC8107PV545","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:13:45 AM","12/1/2024 8:22:21 AM","00:08:36.0135358","Completed","Configured","LTIM","true",,"f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV545"
"8107-Comm CAR DCE","VMC8107PV546","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:17:03 AM","12/1/2024 8:25:41 AM","00:08:37.9682287","Completed","Configured","LTIM","true","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV546"
"8107-Comm CAR DCE","VMC8107PV547","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:09:01 AM","12/1/2024 8:17:37 AM","00:08:35.9723099","Completed","Configured","LTIM","true","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV547"
"8107-Comm CAR DCE","VMC8107PV548","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:09:10 AM","12/1/2024 8:17:47 AM","00:08:36.5768484","Completed","Configured","LTIM","true","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV548"
"8107-Comm CAR DCE","VMC8107PV549","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:21:44 PM","11/30/2024 11:04:54 PM","02:43:09.8011726","Completed","Configured","LTIM",,,"f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV549"
"8107-Comm CAR DCE","VMC8107PV550","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:24:31 PM","11/30/2024 11:22:42 PM","02:58:10.8229330","Completed","Configured","LTIM",,,"f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV550"
"8107-Comm CAR DCE","VMC8107PV551","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:18:29 AM","12/1/2024 8:27:05 AM","00:08:36.2704847","Completed","Configured","LTIM","true","Prd","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV551"
"8107-Comm CAR DCE","VMC8107PV552","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:20:59 PM","11/30/2024 11:19:10 PM","02:58:10.4300583","Completed","Configured","LTIM",,,"f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV552"
"8107-Comm CAR DCE","VMC8107PV553","8107c-rg-car-dce-whq-infosyswvd-p",,,,,,"Not Configured","LTIM",,,"f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV553"
"8107-Comm CAR DCE","VMC8107PV554","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:18:02 PM","11/30/2024 10:46:13 PM","02:28:11.0218208","Completed","Configured","LTIM","true","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV554"
"8107-Comm CAR DCE","VMC8107PV555","8107c-rg-car-dce-whq-infosyswvd-p",,,,,,"Not Configured","LTIM","False","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV555"
"8107-Comm CAR DCE","VMC8107PV556","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:17:18 AM","12/1/2024 8:25:54 AM","00:08:35.8444885","Completed","Configured","LTIM","True","Prd","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV556"
"8107-Comm CAR DCE","VMC8107PV557","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P25","12/1/2024 8:12:57 AM","12/1/2024 8:21:33 AM","00:08:36.3002194","Completed","Configured","LTIM",,,"f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV557"
"8107-Comm CAR DCE","VMC8107PV558","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:15:59 PM","11/30/2024 10:59:11 PM","02:43:12.0625976","Completed","Configured","LTIM","True","Prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV558"
"8107-Comm CAR DCE","VMC8107PV561","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:19:14 PM","11/30/2024 11:17:25 PM","02:58:10.4975544","Completed","Configured","LTIM","True","Prd","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV561"
"8107-Comm CAR DCE","VMC8107PV562","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:22:39 PM","11/30/2024 11:05:49 PM","02:43:10.1455852","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV562"
"8107-Comm CAR DCE","VMC8107PV563","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:21:37 PM","11/30/2024 11:04:47 PM","02:43:09.9440017","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV563"
"8107-Comm CAR DCE","VMC8107PV564","8107c-rg-car-dce-whq-infosyswvd-p","RSVCARHQM0P05","11/30/2024 8:16:57 PM","11/30/2024 10:45:08 PM","02:28:11.2767166","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-INFOSYSWVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV564"
"8107-Comm CAR DCE","VMC8107PA107","8107c-rg-car-dce-whq-jazz-p","RSVCARHQM0P05","12/1/2024 4:36:08 AM","12/1/2024 7:02:17 AM","02:26:08.8734734","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-JAZZ-P/providers/Microsoft.Compute/virtualMachines/VMC8107PA107"
"8107-Comm CAR DCE","VMC8107PV426","8107c-rg-car-dce-whq-logicmonitorwvd-p",,,,,,"Not Configured","LTIM","False","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-logicmonitorwvd-p/providers/Microsoft.Compute/virtualMachines/VMC8107PV426"
"8107-Comm CAR DCE","VMC8107PV427","8107c-rg-car-dce-whq-logicmonitorwvd-p",,,,,,"Not Configured","LTIM","False","PROD","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-logicmonitorwvd-p/providers/Microsoft.Compute/virtualMachines/VMC8107PV427"
"8107-Comm CAR DCE","VMC8107PV418","8107c-rg-car-dce-whq-network-p","RSVCARHQM0P05","11/30/2024 8:24:00 PM","11/30/2024 10:52:10 PM","02:28:09.9892394","Completed","Configured","LTIM",,"prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-network-p/providers/Microsoft.Compute/virtualMachines/VMC8107PV418"
"8107-Comm CAR DCE","VMC8107PA130","8107c-rg-car-dce-whq-nextthink-p","RSVCARHQM0P05","12/1/2024 4:36:27 AM","12/1/2024 7:17:35 AM","02:41:08.3551097","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-nextthink-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA130"
"8107-Comm CAR DCE","VMC8107PA131","8107c-rg-car-dce-whq-nextthink-p","RSVCARHQM0P05","12/1/2024 4:39:07 AM","12/1/2024 7:05:17 AM","02:26:09.9906217","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-nextthink-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA131"
"8107-Comm CAR DCE","VMC8107PA132","8107c-rg-car-dce-whq-nextthink-p","RSVCARHQM0P05","12/1/2024 5:40:48 AM","12/1/2024 8:21:57 AM","02:41:08.9289105","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-nextthink-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA132"
"8107-Comm CAR DCE","VMC8107PA189","8107c-rg-car-dce-whq-nextthink-p","RSVCARHQM0P05","12/1/2024 4:39:59 AM","12/1/2024 6:51:08 AM","02:11:08.3788976","Completed","Configured","LTIM","True","Prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-nextthink-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA189"
"8107-Comm CAR DCE","VMC8107DD013","8107c-rg-car-dce-whq-provisiontest-d","RSVCARHQM0P05","11/30/2024 4:39:38 AM","11/30/2024 9:20:52 AM","04:41:14.4288378","Completed","Configured","LTIM","True","dev","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-provisiontest-d/providers/Microsoft.Compute/virtualMachines/VMC8107DD013"
"8107-Comm CAR DCE","VMC8107PA058","8107c-rg-car-dce-whq-sccm-p","RSVCARHQM0P05","12/1/2024 4:38:00 AM","12/1/2024 7:19:10 AM","02:41:09.2751637","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-sccm-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA058"
"8107-Comm CAR DCE","VMC8107PA141","8107c-rg-car-dce-whq-sccm-p",,,,,,"Not Configured","LTIM","False","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-sccm-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA141"
"8107-Comm CAR DCE","VMC8107PA142","8107c-rg-car-dce-whq-sccm-p",,,,,,"Not Configured","LTIM","False","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-sccm-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA142"
"8107-Comm CAR DCE","VMC8107PA143","8107c-rg-car-dce-whq-sccm-p",,,,,,"Not Configured","LTIM","False","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-sccm-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA143"
"8107-Comm CAR DCE","VMC8107PA149","8107c-rg-car-dce-whq-sccm-p","RSVCARHQM0P05","12/1/2024 5:44:02 AM","12/1/2024 8:10:10 AM","02:26:07.8452131","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-sccm-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA149"
"8107-Comm CAR DCE","VMC8107PA401","8107c-rg-car-dce-whq-sccm-p",,,,,,"Not Configured","LTIM","False","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-sccm-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA401"
"8107-Comm CAR DCE","VMC8107PA402","8107c-rg-car-dce-whq-sccm-p",,,,,,"Not Configured","LTIM","False","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-sccm-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA402"
"8107-Comm CAR DCE","VMC8107PA403","8107c-rg-car-dce-whq-sccm-p",,,,,,"Not Configured","LTIM","False","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-sccm-p/providers/Microsoft.Compute/virtualMachines/VMC8107PA403"
"8107-Comm CAR DCE","VMC8107PV502","8107c-rg-car-dce-whq-tidion-p","RSVCARHQM0P05","11/30/2024 8:16:53 PM","11/30/2024 10:45:04 PM","02:28:11.0844891","Completed","Configured","LTIM","True","Prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-tidion-p/providers/Microsoft.Compute/virtualMachines/VMC8107PV502"
"8107-Comm CAR DCE","VMC8107PV182","8107c-rg-car-dce-whq-wvd-p","RSVCARHQM0P05","12/1/2024 5:42:03 AM","12/1/2024 7:53:10 AM","02:11:07.5589658","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-wvd-p/providers/Microsoft.Compute/virtualMachines/VMC8107PV182"
"8107-Comm CAR DCE","VMC8107PV401","8107c-rg-car-dce-whq-wvd-p","RSVCARHQM0P05","11/30/2024 8:18:33 PM","11/30/2024 11:01:44 PM","02:43:10.5776843","Completed","Configured","LTIM",,,"f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-WVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV401"
"8107-Comm CAR DCE","VMC8107PV411","8107c-rg-car-dce-whq-wvd-p",,,,,,"Not Configured","LTIM","False","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-wvd-p/providers/Microsoft.Compute/virtualMachines/VMC8107PV411"
"8107-Comm CAR DCE","VMC8107PV450","8107c-rg-car-dce-whq-wvd-p","RSVCARHQM0P05","11/30/2024 8:19:29 PM","11/30/2024 11:32:40 PM","03:13:10.2989817","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-WVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV450"
"8107-Comm CAR DCE","VMC8107PV453","8107c-rg-car-dce-whq-wvd-p","RSVCARHQM0P05","11/30/2024 8:23:41 PM","11/30/2024 10:36:51 PM","02:13:09.5337689","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-wvd-p/providers/Microsoft.Compute/virtualMachines/VMC8107PV453"
"8107-Comm CAR DCE","VMC8107PV454","8107c-rg-car-dce-whq-wvd-p","RSVCARHQM0P05","11/30/2024 8:16:52 PM","11/30/2024 10:30:02 PM","02:13:09.7275185","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-wvd-p/providers/Microsoft.Compute/virtualMachines/VMC8107PV454"
"8107-Comm CAR DCE","VMC8107PV456","8107c-rg-car-dce-whq-wvd-p","RSVCARHQM0P05","11/30/2024 8:17:00 PM","11/30/2024 10:30:10 PM","02:13:10.3117868","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-WVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV456"
"8107-Comm CAR DCE","VMC8107PV457","8107c-rg-car-dce-whq-wvd-p","RSVCARHQM0P05","11/30/2024 8:15:57 PM","11/30/2024 10:14:07 PM","01:58:09.9768556","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107C-RG-CAR-DCE-WHQ-WVD-P/providers/Microsoft.Compute/virtualMachines/VMC8107PV457"
"8107-Comm CAR DCE","VMC8107PV458","8107c-rg-car-dce-whq-wvd-p","RSVCARHQM0P05","11/30/2024 8:24:30 PM","11/30/2024 10:52:40 PM","02:28:10.5981007","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-wvd-p/providers/Microsoft.Compute/virtualMachines/VMC8107PV458"
"8107-Comm CAR DCE","VMC8107PV459","8107c-rg-car-dce-whq-wvd-p","RSVCARHQM0P05","11/30/2024 8:20:46 PM","11/30/2024 10:33:56 PM","02:13:09.6628486","Completed","Configured","LTIM","True","prod","f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df","/subscriptions/f7c4fe6b-478c-4a14-a6a7-3ef8f83b19df/resourceGroups/8107c-rg-car-dce-whq-wvd-p/providers/Microsoft.Compute/virtualMachines/VMC8107PV459"
